,position,company,location,details
293,Business Analyst,Angi,"New York, NY","Angi® is transforming the home services industry, creating an environment for homeowners, service professions and employees to feel right at “home.” For most home maintenance needs, our platform makes it easier than ever to find a qualified service professional for most indoor and outdoor jobs, home renovations (or anything in between!). We are on a mission to become the home for everything home by helping small businesses thrive and providing solutions to financing and booking home jobs with just a few clicks.

Over the last 25 years we have opened our doors to a network of over 200K service professionals and helped over 150 million homeowners love where they live. We believe home is the most important place on earth and are embarking on a journey to redefine how people care for their homes. Angi is an amazing place to build your dream career, join us—we cannot wait to welcome you home!

About The Team

The SP Lifecycle analytics team provides insights and helps optimize strategy by working closely with leadership across our sales, customer care, product development, and finance organizations. Our business is a two-sided marketplace of homeowners and service professionals, which makes our jobs complex and data rich. We work in a cross-functional capacity to develop, execute, monitor, and refine initiatives that drive business value. Due to the multifaceted nature of our business, our team provides an excellent environment to stretch your business acumen, technical know-how and quantitative skills while providing insight to the company.

What You'll Do
Be the analytics consultant partnering with Leadership, Operations, Data Science and Marketing on a cross functional initiative aimed at improving pro-onboarding experience.
Identify opportunities to improve current initiative and overall objective of improving pro retention.
Learn the complex Angi ecosystem and be the subject matter expert on all data and objectives relating to pro-onboarding initiatives.
Establish reporting and ongoing monitoring to ensure proper strategic execution.
Synthesize large data sets into digestible information.
Pursue new approaches to solving problems with creativity and innovation.
Develop your technical skills – particularly in SQL and Looker
Who You Are
Intellectual curiosity balanced with an orientation for getting stuff done
Bachelor’s degree in a technical field such as Business Analytics, Engineering, Finance, Economics, etc.
1-3+ years of professional experience in an analytical role
Advanced SQL experience and knowledge of relational databases, Tableau, Looker, and Excel
Superior analytical, problem-structuring, and problem-solving skills; experience synthesizing data into information, and presenting concise analyses
Strong grasp of statistics, with experience in statistical languages (R, Python, etc.) a plus
Excellent verbal and written communications skills
Ability to manage multiple projects simultaneously and willingness to quickly pivot into new tasks as needed
Ability to validate results of analyses by reconciling with data from other sources
Attention to detail, a sense of urgency, and relentless follow through
Compensation & Benefits
The salary band for this position ranges commensurate with experience and performance. Compensation may vary based on factors such as cost of living.
This position will be eligible for a competitive year end performance bonus & equity package
Full medical, dental, vision package to fit your needs
Flexible vacation policy; work hard and take time when you need it
Pet discount plans & retirement plan with company match (401K)
#BI-Remote"
294,Business Analyst,Amazon,"Seattle, WA","Job Summary

DESCRIPTION

Amazon’s Account Integrity team within the Customer Trust and Partner Support organization is looking for a passionate, results-oriented Business Analyst to leverage data to deliver projects with huge strategic impact. This team designs and builds high performance software systems using machine learning that identify and prevent fraudulent activity and maintain high trust levels with our customers. Fraud prevention is a real-money game where our software and analytics teams strive to outsmart those who attempt to defraud Amazon and our customers.

As a Business Analyst in the Account Integrity group, you will be responsible for analyzing and reporting massive data sets in partnership with product managers, scientists, and engineers to ensure the team is prioritizing the right goals and opportunities to stop bad actors and protect customers.

Responsibilities
Create, maintain, and improve data sets, pipelines and reporting to track and manage important KPIs and goals in the Account Integrity space
Apply your expertise in quantitative analysis, data visualization and data-mining to design alarming system, derive actionable insights and guide product strategy for stakeholders and leadership
Develop internal reporting/visualization tools for self-serve
Provide analytical support for new feature launches
Effectively communicate complex analytical concepts to non-technical stakeholders to drive decision making

Basic Qualifications
Bachelor's Degree in any quantitative discipline such as Statistics, Mathematics, Economics, Computer Science, Operational Research, or a related quantitative field
4+ years of proven experience in business intelligence or business analyst role, including data warehousing and business intelligence tools, techniques and technology, or experience in analytics, business analysis or comparable consumer analytics solutions.
Advanced analytical skills and detail-oriented, while also seeing and understanding the big picture.
Demonstrated ability to meet deadlines while managing multiple projects.
Demonstrated experience accessing and using analytical tools (Excel, Databases, SQL).
Proven skills with visualization tools (Tableau)
Preferred Qualifications
Master's degree in Statistics, Applied Math, Operations Research, Economics, or a related quantitative field with at least 2 years of working experience as a Data Scientist.
3+ years of experience working in Analytics / Business Intelligence environment
Experience in e-commerce / on-line companies in fraud / risk control functions
Advanced analytical skills and detail-oriented
Excellent communication (verbal and written) and interpersonal skills and an ability to effectively communicate with both business and technical teams.
Demonstrated ability to drive a project end to end.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Company - Amazon.com Services LLC

Job ID: A2004304"
295,ASAP - Business Analyst,Dice,"Atlanta, GA","Dice is the leading career destination for tech experts at every stage of their careers. Our client, Siri Infosolutions Inc, is seeking the following. Apply via Dice today!

Role Business Analyst Location Atlanta, GA 30303 Full Time Opportunity End Client Truist Financial Corp Must Have Business Analyst Finical Domain Qualifications Ability to identify patterns, potential issues and then translate those into functional and test requirements Ability to understand technology as it relates to the business and may require product or system certifications Experience in providing accurate, timely responsive analysis on complex problems Ability to effectively conduct the test life cycle, ensuring user requirements are met and stakeholders are aligned with solution Strong written and verbal communication skills"
296,Business Analyst - Buyside,IHS Markit,"New York, NY","IHS Markit’s Financial Services Solutions division provides industry-leading solutions, data services and investment management capabilities to enhance the end-to-end lifecycle for traded and illiquid markets. As the flagship of our front-office capability suite, thinkFolio is a leading provider of portfolio modelling and management tools, compliance, trading and cash management functions for the buy-side.

thinkFolio has an extensive global client base with the majority of clients currently in the EMEA and expanding rapidly into North America and Asia-Pacific regions. IHS Markit is making considerable investments in the thinkFolio product and is increasing the size of the team to support growing number of projects.

Within the IHS Markit thinkFolio Professional Services area we are looking to recruit a vibrant, energetic, proactive Implementation Associate Consultant Professional Services Department to service our expanding profile of clients in the region in addition to growing and developing the Professional Services team overall.

The thinkFolio Associate Consultant in Professional Services is a core member of project teams, responsible for documenting, reporting and delivering workstreams within projects for both internal and external clients.

Key Attributes Of The Role Include

Understanding of the Buyside front office, trading operations and investment life-cycle
Ability to multi-task / manage multiple work streams
Ability to understand, translate and document client requirements
Excellent communication skills and comfortable to communicate with stakeholders at all levels
Create thinker, able to execute against assigned tasks and work-streams within a project; but equally able to contribute in a progressive way to the overall professional services teams globally
Excellent time management
Adaptive thinker able to work as part of a collaborative thinkFolio and wider IHS Markit Team
Ability to navigate and work holistically with multiple partner departments such as Sales, Support, Managed Services, Client Management, Product, QA and Development Teams

Experience & Additional Considerations

Bachelor’s degree
Project workstream delivery experience
Experience of implementing financial software

Through an agile delivery framework, strong governance and high quality underpin the thinkFolio Professional Services team service team offerings which include: (1) New Business Implementations, (2) Managed Services Client Transition Projects, (4) Business Optimisations Reviews and (4) Projects, (5) Training (Internally and Externally), (6) Upgrade Projects and (7) Ad Hoc Projects for the thinkFolio Product (specific client requirements or business expansion/functionality expansion projects).

Governance, Teamwork, Transparency, Client Trust and Strong Partnerships are key values for all projects run within the team.

Inclusion and diversity are critical to the success of IHS Markit, and we actively encourage applications from people of all backgrounds. We are committed to providing equal employment opportunity without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, disability, status as a protected veteran, or any other protected category. For more information on the many ways in which we enthusiastically support inclusion and diversity efforts for both candidates and employees, please access our Inclusion & Diversity Statement here.

We are proud to provide reasonable accommodations to applicants with disabilities. If you are interested in applying for employment with IHS Markit and need special assistance or an accommodation to use our website or to apply for a position, please contact or call +1 212 849 0399. Determination on requests for reasonable accommodation are considered on a case-by-case basis. This contact information (email and phone) is intended for application assistance and accommodation requests only. We are unable to accept resumes or provide information about application status through the phone number or email address above. Resumes are only accepted through the online application process, and only qualified candidates will receive consideration and follow-up.

IHS Markit maintains a substance-free workplace; employees may be asked to submit to a drug test (where permitted by law). In addition, because we are a United States (US) federal contractor, we are requiring all US employees to be fully vaccinated against COVID-19, unless they have been approved for an accommodation due to a medical reason or a sincerely held religious belief. The company also participates in the E-Verify Program to confirm eligibility to work in the US.

For Information Please Click On The Following Links

IHS Markit Business Code of Conduct

Right to Work

EEO is the Law

EEO is the Law Supplement

Pay Transparency

Current Colleagues

If you are currently employed by IHS Markit, please apply internally via the Workday internal careers site."
297,Business Analyst / Data Analyst,Dice,"Stamford, CT","Dice is the leading career destination for tech experts at every stage of their careers. Our client, HL Solutions LLC, is seeking the following. Apply via Dice today!

Role Business Analyst Data Analyst with Capital Market domain experience with SQL (remote for few weeks, need to be onsite) Location Stamford, CT Ability to analyse complex business problems and recommend technical and non-technical solutions A thorough understanding of back-office and middle office data (trades, corporate actions, holdings, etc.) and the underlying systems and business processes used to create the data. Then how that information is used across a financial organisation in both systems and business processes Ability to assess newchanged datarsquos impact to downstream users of that data Capital Market domain experience is important Strong SQL development skills Thorough understanding of conceptual and logical data models for complex data centric projects, applications, and data management platforms Experience with integration requirements related to company acquisitions and complex product launches Outstanding analytical, innovation, and problem-solving skills"
298,"Business Analyst **POSITION CAN BE LOCATED IN BELLEVUE, WA - AUSTIN, TX - ATLANTA, GA - OR VANCOUVER, CA**, Middle Mile Supply & Routing Optimization",Amazon,"Bellevue, WA","Job Summary

DESCRIPTION

**POSITION CAN BE LOCATED IN BELLEVUE, WA - AUSTIN, TX - ATLANTA, GA - OR VANCOUVER, CA**

Will you be able to determine if Amazon's Middle Mile automated driver supply planning is predicting the 'right' number of driver shifts to deliver millions of packages every day to its customers? As a Business Analyst, you will operate at the crossroads of multiple complex Amazon systems, getting global visibility of how Amazon moves inventory across our network and serves our customers. You will work with the core optimization models that drive the Middle Mile planning business for Amazon. You will enable the creation of products that drive ever-greater automation, scalability and optimization of every aspect of transportation, removing cost and delivering speed of execution for our customers. The impact of your work will be global, material, and remarkable. The successful candidate will be voraciously curious about Amazon’s transportation operations and how data consumed and produced by our systems can be used to improve outcomes and lower costs. Your responsibility is to expose and measure the current performance of our systems, find and quantify opportunities for improvement, and dive deep into existing algorithms to explain unexpected performance. We are looking for a sophisticated user of data querying tools and an expert at synthesizing / communicating insights & recommendations to audiences of varying levels of technical sophistication.

The Middle Mile Transportation Technology organization builds complex software solutions that work across our vendors, warehouses, and carriers to optimize both time & cost of getting the packages delivered. Our services already handle thousands of requests per second, make business decisions impacting billions of dollars a year, integrate with a network of small and large carriers, owner-operators, and drivers worldwide, manage business rules for millions of unique products, and improve ordering and delivery experience for millions of online shoppers. That said, this remains a fast growing business and our technical journey has only started. Our mission is to build the most efficient and optimal transportation solution on the planet, using our technology and engineering muscle as our biggest advantage. We aim to leverage cutting edge technologies in big data, machine learning, and optimization techniques, and operate high volume, low latency, and high availability services.

As a member of this collaborative team, you will have an opportunity to make an impact in Amazon Logistics and work with a group of talented program managers, product managers, research scientists, software developers, and business stakeholders to design the Amazon network of the future.

Key job responsibilities
Perform complex data research to identify opportunities to reduce fulfillment costs as well as improve efficiencies and customer experience in supporting business decision making
Design, develop, and establish KPIs to provide strategic insights to drive growth and performance
Systematically identify data source / forecast error and follow through on the resolutions to ensure that future plans are updated with improved business processes
Ability to perform/own reoccurring and ad-hoc business intelligence projects
Develop standardized metrics to evaluate and benchmark pertaining to short and long term network planning and forecasting
Pull and report data from numerous databases (using Excel, SQL, and/or other data management systems) and proven capability to dive deep and utilize known research and problem solving techniques
Communicate complex insights to stakeholders, both verbally and in writing

Basic Qualifications
Bachelor’s degree in quantitative field such as mathematics, supply chain management, industrial engineering, statistics, information systems, or operations research
2+ years of experience in analysis and finding actionable business insights
Advanced knowledge in writing SQL queries and manipulating data for analysis
Experience in building visualizations and dashboards (e.g., Tableau, PowerBI, Quicksight, Data Studio)
Preferred Qualifications
Logistics/Operations/Supply Chain domain experience is highly preferred
Ability to work in a supportive and diverse team
Masters Degree in Analytics, Supply Chain Engineering, Industrial Engineering, or related field
Advanced skills in Microsoft Excel
Experience using one or more programming languages (e.g. Python, Java, C++, C#, Ruby)
Ability to consume and manipulate large data sets to build streamlined research and have the ability to articulate its business impact
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Company - Amazon.com Services LLC

Job ID: A1852862"
299,REMOTE - Business Analyst - PN: 20043076,Talentify.io,United States,"Talentify helps candidates around the world to discover and stay focused on the jobs they want until they can complete a full application in the hiring company career page/ATS.

The Hiring Company Department of Job and Family Services (ODJFS) is a $3.5 billion agency with approximately 2,500 employees. ODJFS develops and supervises the state's public assistance, workforce development, unemployment insurance, child and adult protective services, adoption, childcare, and child support programs. ODJFS' mission is to improve the well-being of Hiring Company's workforce and families by promoting economic self-sufficiency and ensuring the safety of Hiring Company's most vulnerable citizens.

At ODJFS we offer our employees a rewarding work experience in public service helping achieve a sustainable lifestyle, a flexible work life balance to achieve personal and professional goals and a complete benefit package.
Low-cost health care benefits with FREE dental and vision
Guaranteed 11 paid holidays each year
Generous employer paid OPERS contributions
Employee tuition reimbursement programs
Wellness incentives for healthcare participants
And much more !
To learn more about ODJFS, please visit our website at www.jfs.Hiring Company.gov , find us on LinkedIn and follow us on Facebook .

The Office of Family Assistance (OFA) oversees cash and food assistance programs, work support programs for recipients of cash and food assistance, the state’s child care program, refugee programs, and the Hiring Company Commission on Fatherhood.

NOTICE: Current employees of ODJFS in the SEUI/1199 union have selection rights before all other applicants. Applications from all other candidates will only be considered if an internal SEUI/1199 applicant is not selected for this position.

NOTICE: This position has been reposted to gain a larger applicant pool. All candidates must reapply in order to be considered.

Major Duties And Responsibilities

Under general direction, provides program technical assistance to information technology professionals in developing scope and requirements outlined in system requirements document and/or in reviewing design documents developed (e.g., general design document; detail design document) by information technology professionals and/or conducts system tests to ensure expected outcomes and/or assists in data conversion if current system exists and/or assists in implementation of new system with affected user entities and/or provides he"
300,Business Analyst,Amazon,"Tempe, AZ","Job Summary

DESCRIPTION

As we strive to be Earth's most customer-centric company, Amazon has reinvented how hundreds of millions of people shop online – providing customers with the opportunity to find and discover virtually anything they want to buy and providing millions of sellers with a platform for growing successful businesses. We are looking for an exceptional business analyst to help us develop new ways to build trust and loyalty with sellers, a crucial component of our flywheel

Sellers’ trust in Amazon is our top priority and in this role, you will be tasked with building that trust over time by diving deep into how we measure our progress and helping to identify and prioritize key areas of focus. Amazon’s growth requires leaders who move fast, have an entrepreneurial spirit to create new solutions, have an unrelenting tenacity to get things done, and are capable of breaking down and solving complex problems.

The successful candidate will be a self-starter, comfortable with ambiguity and be able to create and maintain efficient & automated processes. They know and love working with business intelligence tools, can model multidimensional datasets, and can partner effectively with business leaders to answer key business questions. They are analytical and creative, and don’t quit. This is a role with high visibility to senior leadership and with high opportunity for impact for those willing to roll up their sleeves and dive deep to achieve results.

Key job responsibilities
Work with team leadership to understand the customer needs and concerns as well as define solutions.
Translate basic business problem statements into analysis requirements. Work with internal customers to define best output based on expressed stakeholder needs.
Use analytical and statistical rigor to solve complex problems and drive business decisions.
Develop queries and visualizations for ad-hoc requests and projects, as well as ongoing reporting.
Write queries and output efficiently, and have in-depth knowledge of the data available in area of expertise. Pull the data needed with standard query syntax; periodically identify more advanced methods of query optimization. Convert data to make it analysis-ready.
Recognize and adopt best practices in reporting and analysis: data integrity, test design, analysis, validation, and documentation.
Monitor and troubleshoot operational or data issues in the data pipelines
Review and audit existing ETL jobs and SQL queries.
A day in the life
Partner with Business Stakeholders to automate metrics and dive data to drive decisions that will support Sellers on the Amazon Platform
Surface opportunities to drive process improvement, looking beyond the surface to understand what the data means for the team
Participate in reviews with Global leadership spanning our six operations sites, from Arizona to Singapore.
About The Team

Account Health Support exists to educate sellers on how to maintain there Account Health while selling on the Amazon platform. We provide support to these sellers to ensure they understand Amazon's policy and provide a delightful experience for our customers. The team creates a trustworthy selling experience to ensure that Selling Partners perceive Amazon as the safest and most effective store in which to sell their products worldwide.


Basic Qualifications
1+ years of experience in financial/business analysis
Experience with SQL or ETL
Experience defining requirements and using data and metrics to draw business insights
Preferred Qualifications
3+ years of relevant experience in a business analyst/data analyst/statistical analysis role
Ability to deal with ambiguity
Understanding of data warehousing and data modeling
Strong statistics knowledge
Ability to use data to back up assumptions, develop business cases, and complete root cause analysis
Proficient with one or more major BI tools
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Company - Amazon.com Services LLC

Job ID: A1893267"
301,Business Analyst,Amazon,"Nashville, TN","Who We Are

DESCRIPTION

Amazon Transportation Services (ATS) connects our customers and our shippers. We combine people, technology and products to deliver for our customers at the lowest possible cost. Surface Transportation is the conveyor belt to connect the entire Amazon supply chain. We are a technology company that executes transportation, and we get to do it all at a scale that nobody has ever seen!

We love what we do. We have an incredible team that works hard to change the industry. We are inventing new things each and every day. We rolled out technology in the last two years that rivals anything inside of the transportation space in the last 100 years. We are growing and getting to lead people every single day whether it is in Seattle or Atlanta - Phoenix or Nashville.

As our business grows, we are going to use the same technology and the same standard best practices to build and invent all over the world. If you are interested in growing something new and different, there is an opportunity to do it inside of this space.

Career Opportunities

Surface Transportation is seeking an experienced and highly motivated Business Analyst II to join its Finance team. This is an exciting opportunity to create and innovate on behalf of our customers and build the transportation experience of the future. This role will have heavy impact and high visibility to the long term strategy for the business, and it will require strong partnership with the Operations teams as well as Finance, Accounting and Technology. Experience with this team opens up amazing career opportunities across Amazon, such as senior roles supporting an impressive array of business areas, project management roles, and/or management opportunities locally, regionally, and globally.

Team Exposure/Scope

It is not just a truck driving down the highway. If you like taking a larger scope identifying the most cost effective and safest way to deliver to our customer you will enjoy transportation. This entire system has to move like a symphony and it has to be orchestrated. It is an incredible math problem that we have to solve; we have to put statistics and financial models behind it; we have to put algorithms behind it, to work as a team to identify where there are gaps in the process, and solve these issues quickly. In this role you will have a high level of visibility and partner with cross functional teams. We help others understand finance and are the trusted business advisors to our business teams.

Success In This Role

You should be detail oriented, and possess expertise in both qualitative and quantitative analysis with a passion for delivering actionable insights to key stakeholders. You know and love working utilizing large scale data mining tools (Excel, visualization tools, and SQL), and can partner with business leaders to deep-dive complex business problems. You are analytical, organized, curious, and work backwards from the business problem.

Key Responsibilities
Own the design, development, and maintenance of ongoing and ad-hoc metrics, reports, and analyses, to drive key business decisions
Enable effective decision making by retrieving and aggregating data from multiple sources and compiling it into a digestible and actionable format
Define the data elements to enable analytical and reporting capabilities, and work cross-functionally with other research teams when needed
Develop marketing funnel conversion and velocity reporting, working with BIEs to implement data mapping to enable marketing attribution
Design and influence operational best practices for reporting and analytics to enable the team to scale as we grow
Proven problem solving skills, project management skills, attention to detail, and exceptional organizational skills
Participate in strategic & tactical planning discussion
Communicate complex insights to stakeholders, both verbally and in writing

Basic Qualifications
BA/BS in Finance, Accounting, Business, Economics, or a highly analytical field (e.g., Engineering, Math, and Computer Science)
3+ years of finance experience or a related analytical field
Preferred Qualifications
Master’s Degree in Analytics, Supply Chain Engineering and/or Professional certifications
Advanced skills in Microsoft Excel Building visualizations in Tableau or Quicksight
Ability to display complex quantitative data in a simple, intuitive format and to present findings in a clear and concise manner
Experience working with large-scale data mining and reporting tools (examples: SQL, Tableau, Cognos)
Advanced knowledge in scripting with R, Ruby or Python
Job Requirements
Travel 10%
Schedule may require occasional work on weekends or holidays
May need to work virtually until corporate guidance changes
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Company - Amazon.com Services LLC

Job ID: A1643677"
302,Business Analyst - ( Insurance ),Dice,United States,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Chabez Tech LLC, is seeking the following. Apply via Dice today!

Role Business Analyst Location Multiple(Remote till Pandemic) Duration Long Term EXP 10+ Specialty Lines experience Need to have domain expertise of Commercial LOBrsquos and Specialty LOB ndash Professional Liability, Management Liability, Architects and Engineers etc. Must Have Commercial or Specialty LOB expertise Experience writing requirements and leading requirements gathering sessions Experience in writing the Business and Functional requirements ndash Must Have Analytical and problem-solving skills Analytical Skills ndash Must Have"
303,"Business Analyst - Chicago, Atlanta, Dallas, Alpharetta, Cleveland",EY,"Dallas, TX","At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

Location:

As part of our Americas Tax Technology Group (ATTG) you will be part of a technology organization that develops and maintains innovative solutions for our client-serving Tax professionals. ATTG professionals will partner with our Tax professionals to develop supporting technology such as digital/mobile tools to improve internal operations, application of Robotics Process Automation (RPA) to collect financial data, development of advanced financial dashboards, visualization, analytics, and reports. The Business Analyst role sits in the Solutions Delivery Pillar.

Essential Functions of the Job:
Responsible for partnering with Business Technology Leaders, Solution Delivery Leaders and Architects in the definition and delivery of long-term business and technology strategies for one or more portfolio(s) through the application of domain knowledge and enterprise analysis; fostering reuse and continuity throughout.
Plan and manage the BA approach; communicating, driving and managing the business analysis effort for the Portfolio throughout all phases of the ATTG project life cycle.
Lead a team of BAs assigned to assigned program/portfolio project(s), ensuring comprehensive business analysis is performed on all projects across the assigned Portfolio/Programs. Also will perform hands-on BA work directly as needed.
Actively review requirements traceability for impact and coverage analysis throughout the Portfolio.
Work with the Analysis Community of Practice to ensure consistent application of the Solutions Delivery and ATTG standards and methodologies and advise on exceptions.

Analytical/Decision Making Responsibilities:
Ability to clearly articulate both problems and proposed solutions
Proactive approach to identifying issues and presenting solutions and options, and where appropriate, leading to resolution
Ability to prioritize personal and team workloads to best meet organizational objectives

Knowledge and Skills Requirements:
Excellent verbal and written communication skills
Experience working effectively and building relationships with and between teams, external vendors and internal clients at varying executive levels
Flexibility to adjust to multiple demands, shifting priorities, ambiguity, and rapid change based on client needs
TAX or Finance domain knowledge
Experience leading other BAs to provide analysis and requirements, ensure consistency, accuracy and quality of BA deliverables on larger initiatives
Experience with Enterprise Analysis.
Expert on industry-standard, structured business analysis techniques (i.e., user stories, use cases, UML/logical modeling, BABOK, etc.) appropriately modifying according to the decided software development methodology (i.e., Agile, Iterative, SCRUM, RUP, Waterfall, etc.) in use. Experience with Agile desired.
Experience using, training and driving others to use requirements management, modeling, and change control software(s)

Supervision Responsibilities:
Provide supervision and direction to team members and staff
Delegate, coach, coordinate and lead co-workers and project team members
Responsible for assigning work and reviewing performance, requiring leadership of virtual teams

Other Requirements:
Occasional overnight travel may be required

Job Requirements:
A bachelor's degree (computer science, engineering, accounting, finance preferred) or equivalent work experience.
Master's degree preferred
10-12 years of relevant experience
Management experience a plus
CBAP or CBATL certification preferred.

EY provides equal employment opportunities to applicants and employees without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.

What We Offer

We offer a competitive compensation package where you’ll be rewarded based on your performance and recognized for the value you bring to our business. In addition, our Total Rewards package includes medical and dental coverage, pension and 401(k) plans, and a wide range of paid time off options. Under our flexible vacation policy, you’ll decide how much vacation time you need based on your own personal circumstances. You’ll also be granted time off for designated EY Paid Holidays, Winter/Summer breaks, Personal/Family Care, and other leaves of absence when needed to support your physical, financial, and emotional well-being.
Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next.
Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, your way.
Transformative leadership: We’ll give you the insights, coaching and confidence to be the leader the world needs.
Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs.

If you can demonstrate that you meet the criteria above, please contact us as soon as possible.

The exceptional EY experience. It’s yours to build.

EY | Building a better working world

EY exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today.

EY is an equal opportunity, affirmative action employer providing equal employment opportunities to applicants and employees without regard to race, color, religion, age, sex, sexual orientation, gender identity/expression, national origin, protected veteran status, disability status, or any other legally protected basis, in accordance with applicable law."
304,Business Analyst - Investment Research Group,Robert Half,"Minneapolis, MN","Description

Your responsibilities in this role
Documenting methodologies and assumptions related to investment and retirement strategies, standard operating procedures and process flows for the organization to reference.
Gathering and maintaining data and ensuring accuracy of the data for reporting and analysis.
Creating reports and determining the appropriate report design for various audiences. Refining those reports and models used to conduct analysis effectively.
Performing statistical analysis, modeling, and other quantitative techniques in order to answer business questions, assess business issues and/or recommend courses of action to meet business objectives.
Presenting results of analysis and/or recommendations to portfolio/project managers, business managers, utility partners, and at times external parties.
Establishing scorecards and dashboards with process performance metrics, targets and triggers.
Assisting with project execution by providing input to business requirements, test plans, and implementation plans.
Communicating action plans, status and priorities to appropriate partners.
Assisting with performing user acceptance testing and ensuring the test results meet defined criteria in order to meet the business objectives.
Acting as a liaison between business leaders, staff and utility functions in order to drive knowledge transfer.
Requirements
The ability to demonstrate self-sufficiency with accessing, processing and interpreting information.
The ability to lead, influence, communicate and interact with people of all levels across the organization and external partners as required.
Strong analytical, quantitative and problem-solving skills.
BA and/or BS in Business, Finance, Mathematics or related field or equivalent work experience.
Able to exercise independent judgement and act on it.
Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.

Robert Half puts you in the best position to succeed by advocating on your behalf and promoting you to employers. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity – even on the go. Download the Robert Half app and get 1-tap apply, instant notifications for AI-matched jobs, and more.

Questions? Call your local office at 1.888.490.3195. All applicants applying for U.S. job openings must be legally authorized to work in the United States. Benefits are available to contract/temporary professionals. Visit

© 2021 Robert Half. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking “Apply Now,” you’re agreeing to"
305,Business Analyst - 100% Remote,Dice,"Philadelphia, PA","Dice is the leading career destination for tech experts at every stage of their careers. Our client, A2C Consulting, is seeking the following. Apply via Dice today!

Overview Join our client as a Business System Analyst for a 12 month contact position - 100 Remote!! You will be responsible for gathering requirements, JAD sessions, Use casescenario creation. The Role Requirement Elicitation Experience leading JAD sessions, personal interviews, use-casescenario creation Foster elicitation from varying business areasstakeholders Analyzing businesssystem needs to produce requirements Ability to adapt technique as situation dictates Thorough knowledge of the SDLC Healthcare industry experience"
