,position,company,location,details
220,"Data Scientist, Auction Expert",Meta,"Austin, TX","The massive scale and heavy engagement of the people using our products make the Facebook ads platform a powerful growth vehicle for businesses and other marketers. It also makes Facebook the ideal place to drive cutting edge research to develop innovative marketing strategies in the new mobile and value first world. The successful candidate will focus on investigating and understanding the current best practices for advertising on Facebook as well as using data science to discover new strategies. They will also be focused on consulting with advertisers, partnering with our sales stakeholders, and sharing their findings with internal and external audiences. The team works with advertisers across various tiers and segments to test hypotheses, develop strategies, and educate on the best ways to optimize performance.

The team is made up of data scientists with a diverse set of backgrounds. Specifically, we have team members with various levels of academic attainment (Bachelor's, Master's and PhD), work experience, and professional backgrounds. The ideal candidate for this position will have a proven track record of analyzing and deriving insights from data. They will be intellectually curious, a great communicator, data-driven, a fast learner, and able to move fast while keeping focused on high-impact projects. Applicants should have a strong quantitative understanding, a talent for taking complex concepts and distilling them into clear accessible learnings, and a willingness to empower and help others through sharing their knowledge. As this team is fundamentally focused on R&D, the candidate must be comfortable with ambiguity and answering broad research questions.

Data Scientist, Auction Expert Responsibilities:

Apply analytical skills to complex quantitative problems, presenting and driving actions from insights to key stakeholders both reactively and proactively
Develop deep understanding of the Facebook Auction, analyzing current performance and developing new strategies for optimization
Work closely with our Marketing Science and sales teams, as well as advertisers directly, to identify, analyze, and scale auction practices
Research applied machine learning questions in our ads system to improve system understanding and drive advertiser value
Identify strategic levers for improving advertiser performance across Facebook's ads auction
Present polished findings and recommendations directly to various stakeholders
Elevate key themes to our product research teams that should be focused on deeper investigation or alpha testing of new opportunities

Minimum Qualifications:

Experience doing statistical analysis (e.g. regression, probability) using tools such as Python, R, MATLAB, SPSS, SAS, Stata, etc.
Experience with SQL
Bachelor's degree in an analytical field (such as Computer Science, Engineering, Mathematics, Statistics, Physics, Economics, or Finance)
2+ years of analytics experience
Experience delivering and driving action based on data-driven insights
Experience communicating concepts to non-technical audiences
Experience influencing and partnering with stakeholders across organizations
Track record of operating independently, demonstrating creativity, and delivering results

Preferred Qualifications:

Experience with experimental design
Experience working with machine learning algorithms and AI Systems
Experience with digital advertising

Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
221,Senior Data Scientist,Schneider Electric,"Andover, MA","What will you do?
Develop Schneider Electric and Secure Power Division subject-matter expertise
Work with product managers to better understand internal and external customer pain points, needs, and expectations
Be a trusted partner to other SE data science, analytics and software teams and enable them to use data to run analytics at scale and integrate IoT analytics within product platforms
Create proof-of-concepts and prototypes of data science solutions in Python with reproducible and well-documented code
Demonstrate and illustrate performance of methods to stakeholders through data visualization packages and platforms.
Partner with lines of business to understand business problems and translate them into identifiable machine learning problems which can be delivered as technical solutions and actionable recommendations across the organization
Coordinate with business teams to monitor outcomes and refine/ improve the machine learning models
Ability to work across the spectrum of statistical modelling including supervised, unsupervised, & NLP techniques to identify the right approach to solving a given problem.
Collaborate with data and software engineers to enable deployment of models that will scale across the company’s ecosystem
Teach, lead, and counsel Data Science engineers in choosing the right machine learning approach & models while utilizing open source languages such as Python, R, etc.
Build frameworks leveraging APIs to scale ML models across the organization

What qualifications will make you successful?
Bachelor’s or Master’s degree in Computer Science, Statistics or Mathematics, Informatics, Information Systems, or another quantitative field. A PhD in a quantitative field is a big plus.
3+ years of experience in solving real life complex business problems using machine learning.
Hands-on experience in deploying these machine learning solutions to production is mandatory
In-depth understanding and modeling experience in a range of ML models: supervised, unsupervised, NLP, and others; hands-on experience with data mining, data cleaning and preparation.
Working knowledge of Pytorch, Scikit-Learn, Tensorflow, Pandas, SparkML.
Fluency in programming skills such as Python, PySpark and Scala.
Working knowledge with databases such as MySQL, Oracle, and SQL Server.
Experience working with Azure and Databricks.
Strong analytical and critical thinking skills.
A business mindset, swift to identify risk situations and opportunities, and able to generate creative solutions to business problems.
Effective communication skills (written and verbal) to properly articulate complicated statistical models/ reports to management and stakeholders.

What's in it for me?
Working with Big data sets and applying Machine Learning techniques to model use cases with stakeholders.
Learning opportunity to increase data science skills, competitive comp; nurturing supportive environment to grow within Schneider Electric.
Excellent benefits
Work-life balance

Who will you report to?

Head of Data Science department

Let us learn about you! Apply today.

Why us?

Schneider Electric is leading the digital transformation of energy management and automation. Our technologies enable the world to use energy in a safe, efficient and sustainable manner. We strive to promote a global economy that is both ecologically viable and highly productive.

€25.7bn global revenue

137 000+ employees in 100+ countries

45% of revenue from IoT

5% of revenue devoted for R&D

You must submit an online application to be considered for any position with us. This position will be posted until filled

It is the policy of Schneider Electric to provide equal employment and advancement opportunities in the areas of recruiting, hiring, training, transferring, and promoting all qualified individuals regardless of race, religion, color, gender, disability, national origin, ancestry, age, military status, sexual orientation, marital status, or any other legally protected characteristic or conduct. Concerning agencies: Schneider Electric does not accept unsolicited resumes and will not be responsible for fees related to such."
222,Data Scientist - Solution Specialist - Location Open,Deloitte,"Boston, MA","Are you an experienced, passionate pioneer in technology - a solutions builder, a roll-up-your-sleeves technologist who wants a daily collaborative environment, think-tank feel and share new ideas with your colleagues - without the extensive demands of travel? If so, consider an opportunity with our US Delivery Center - we are breaking the mold of a typical Delivery Center.

Our US Delivery Centers have been growing since 2014 with significant, continued growth on the horizon. Interested? Read more about our opportunity below ...

Work You'll Do/Responsibilities
Work with data science techniques and libraries to show data's applicability to business problems.
Perform exploratory data analysis to define analytical models.
Develop advanced quantitative models using a variety of programs/software to support predictive assessments.
Provide expertise for analytical, programmatic, strategic, and operational analysis.
Explain analytics model behavior/results in the vernacular of business.
Perform technical risk analysis and reliability assessments.
Perform multiple forms of advanced analyses, sustainment, optimization, text analytics, machine learning, parametric and non-parametric statistical models and techniques.
Build, test, validate and demonstrate analytical models through various relevant error metrics and calibration techniques.
Provide recommendations for plans, programs, strategies, policies and budgets.
Design algorithms that require a number of different models/methods to be used in an ensemble.
Deploy models into production.
The Team

Analytics & Cognitive

In this age of disruption, organizations need to navigate the future with confidence, embracing decision making with clear, data-driven choices that deliver enterprise value in a dynamic business environment.

The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast troves of data, generate insights, and inform decision-making. Together with the Strategy practice, our Strategy & Analytics portfolio helps clients transform their business by architecting organizational intelligence programs and differentiated strategies to win in their chosen markets.

Analytics & Cognitive will work with our clients to:
Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights leveraging cloud-based platforms.
Leverage automation, cognitive and science-based techniques to manage data, predict scenarios and prescribe actions.
Drive operational efficiency by maintaining their data ecosystems, sourcing analytics expertise and providing As-a-Service offerings for continuous insights and improvements.
Qualifications Required
Bachelor's degree or equivalent work experience in Statistics/Technology/Science/Engineering/Applied Mathematics or a similar quantitate analytics field.
3+ years of experience in developing algorithms using data science technologies to build analytical models.
3+ years of data extraction/manipulation experience using scripts specific to Python and/or R.
3+ years of experience with Python and/or R programming.
2+ years of experience with presentation and data analysis software such as: SAS, R, SPSS, MATLAB, Qlikview, Excel and Access +python.
3+ years of modeling experience using a variety of regression and supervised and unsupervised learning techniques.
3+ years of experience in data wrangling/cleansing, statistical modeling, and programming.
Travel up to 20% (While 20% of travel is a requirement of the role, due to COVID-19, non-essential travel has been suspended until further notice).
Must live a commutable distance to one of the following cities: Atlanta, GA; Austin, TX; Boston, MA; Charlotte, NC; Chicago, IL; Cincinnati, OH; Cleveland, OH; Dallas, TX; Detroit, MI; Gilbert, AZ; Houston, TX; Indianapolis, IN; Kansas City, MO; Lake Mary, FL; Mechanicsburg, PA; Miami, FL; Minneapolis, MN; Nashville, TN; Philadelphia, PA; Phoenix, AZ; Pittsburgh, PA; Sacramento, CA; St. Louis, MO; San Diego, CA; Seattle, WA; Tallahassee, FL; Tampa, FL; or be willing to relocate to one of the following USDC locations: Gilbert, AZ; Lake Mary, FL; Mechanicsburg, PA.
Limited Sponsorship: Limited immigration sponsorship may be available
Must be legally authorized to work in the United States without the need for employer sponsorship, now or at any time in the future.
Preferred
PhD in a quantitative analytics field.
Experience with Tableau or similar visualization tool.
Business analytics experience in one or more of the following industries: Insurance, Consumer Products and Packaged Goods, and Human Resources.
Experience conducting Modeling and Simulation Analysis, DoD Science and Technology (S&T) Analysis, Program Analysis and Evaluation, C4/IT and Cyber Analysis, Manpower Analysis, Training and Education Analysis, DoD Logistics, Maintenance, and Supply Analysis, Naval Amphibious Shipping Analysis, Strategic Plans Analysis, Strategic Investment Analysis, Cost and Economic Modeling and Analysis, Operations Research Analysis, Readiness Analysis, Force Preservation Analysis."
223,"Data Scientist, Small Business Group",Meta,United States,"The Small Business Group (SBG) contributes directly to Meta’s mission by connecting small businesses with their customers and helping them grow through solutions like pages, advertising, and offers. We succeed when we help our customers grow their business. The SBG team is searching for a Data Scientist. The Data Scientist will use data analysis to understand customer profiles, produce reports to track our business, build models to provide insight into the Small Business customer base, identify opportunities, and impact the strategy of our Product, Marketing, and Sales teams. Ideal candidates love breaking down problems, building solutions, delivering actionable and data-driven insights, and working in a fast-paced, dynamic environment.

Data Scientist, Small Business Group Responsibilities:

Take advantage of massive amounts of structured data to understand how our customers interact with our product and service offerings
Proactively identify opportunities to improve the experience of businesses on the Meta family of apps using data science
Lead the design, analysis, and interpretation of projects from data requirement gathering to data processing, modeling, and recommendations
Partner with cross-functional teams to identify new opportunities requiring the use of modern analytical and modeling techniques
Design and execute experiments (e.g., A/B testing, multi-armed bandit)
Effectively communicate insights and recommendations to business leads and influence strategic decision-making
Frequently switch between on-the-ground tactical execution and 30k foot strategy

Minimum Qualifications:

2+ years of experience in a data science capacity in a business strategy, marketing, finance, engineering, or analytics organization
Experience with data querying and manipulation using SQL, Python, or R
Experience with experimental design
Experience with data analysis and statistical modeling using the R or Python ecosystems, with packages such as pandas, statsmodels, scikit-learn, tidyverse (dplyr, ggplot2, etc.)
Communication and presentation skills
Currently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta.

Preferred Qualifications:

An MBA or Master’s or Doctorate degree in a quantitative discipline like Math, Statistics, Economics, Computer Science, Physics, Engineering, Operations Research
Self-starter, comfortable with ambiguity, experience initiating and driving projects with minimal oversight and guidance
Proven track record of leveraging data to deliver business value and present data-driven insights to business audiences
Experience building cross functional relationships across a variety of functions to launch projects to drive business value
Experience communicating with and influencing technical and non-technical audiences (engineers, data scientists, program managers, marketers)
Experience developing data pipelines via SQL and Python-based ETL framework
Experience shipping code into production
Experience writing testable code
Comfortable using version control tools such as git or mercurial
Experience with Small Business landscape and/or online marketing and advertising
Experience working with or in support of diverse communities

Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
224,Sr. Data Scientist- Optimization,TEKsystems,"Renton, WA","Description

Providence, specifically their HR/IS admin Technology group is on a multiple year journey to implement & enhance their predictive scheduling tool. This tool is used to better predict staffing levels for hospital & clinics. This allows for a better patient experience by saving cost to reinvest back into patient care, or making sure the staffing level is meeting demand for patient care. Recently they migrated this work to azure and have been relying on IBM for optimization, but are looking for a person to help bring this in house. They are using CPLEX for optimization, but eventually would like to migrate for google OR.

They are looking to move the scheduling increments from 1 hour down to 15 minutes. This has been a challenge that IBM is creating a solution for 8 of their business lines, but they are looking for this person to come in and implement/optimize that solution for 10+ service lines.

Skills

Python, Data science, Machine learning, optimization software, Predictive analytics

Top Skills Details

Python,Data science,Machine learning,optimization software

Additional Skills & Qualifications

CPLEX/Google OR

Experience Level

Expert Level

About TEKsystems

We're partners in transformation. We help clients activate ideas and solutions to take advantage of a new world of opportunity. We are a team of 80,000 strong, working with over 6,000 clients, including 80% of the Fortune 500, across North America, Europe and Asia. As an industry leader in Full-Stack Technology Services, Talent Services, and real-world application, we work with progressive leaders to drive change. That's the power of true partnership. TEKsystems is an Allegis Group company.

The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law."
225,"Forensics, Data Scientist",Deloitte,"New York, NY","Are you an analytical, data-driven professional? Are you interested in a role that uses leading edge analytics and offers an opportunity to provide front line support to solve our clients' most challenging problems? If so, the Digital Forensic Technologies practice within Deloitte's Regulatory and Legal Services is the place for you!

Digital Forensic Technologies is a fast-growth practice within Deloitte Risk and Financial Advisory that centers around several of the hottest areas of business today - analytics, forensic analysis, and litigation support - and the specialized skills that make careers in these areas both fascinating and in high-demand. Our Analytics team makes extensive use of data, statistical and quantitative analysis, rules-based methods, and explanatory and predictive modeling to bring insights to client issues in the forensic and transaction domains. We work with specialists in many areas, and we apply our solutions to a wide range of highly interesting and complex corporate challenges, such as forensic investigations, sales fraud, anti-corruption compliance, restructuring, safety and quality, enterprise fraud and misuse management to explain what has occurred in the past and to support informed decision making for the future. Our work increasingly employs specialized competencies, such as advanced analytics, visualization, and geospatial techniques.

Work you'll do
Create, manage, analyze and utilize high performance relational databases (e.g., SQL Server, Oracle, Microsoft Access, OLAP and other proprietary software)
Query and mine large data sets to discover transaction patterns, examine financial data and filter for targeted information
Design and develop models and cloud solutions that use predictive analytics, text analytics and cognitive computing, and big data frameworks, in order to find anomalies and hidden patterns
Develop dashboards to visualize and integrate data from across the globe
Provide input with respect to practice technology initiatives and investments
Assist in preparing and presenting complex written and verbal materials (reports, findings and presentations)
Collaborate and manage offshore resources
Review deliverables for accuracy and quality
Provide coaching to junior staff
Contribute to new business proposals and proposal development
Manage own personal and professional development; seek opportunities for professional growth and expansion of consulting skills and experience
The team

As a member of our Digital Forensic Technologies practice in the Senior Consultant role, you will work on projects that will allow you to collaborate with attorneys, forensic accountants, clients, and other investigators. As part of these projects, you'll be provided the opportunity to demonstrate your technical, project management and leadership skills in an environment that provides for outstanding growth and advancement. Project teams either work onsite with the client team or from home or a Deloitte office. The role may necessitate regular travel and requires flexibility with the travel requirements of client service projects.

Qualifications

Minimum Qualifications:
Bachelor's Degree in Economics, Finance, Statistics, Mathematics, Computer Science, Management Information Systems, Engineering, Business Analytics disciplines, or related area
4+ years of hands-on technical experience mining and analyzing transactional electronic data with competency in a variety of analytics tools and programming languages and platforms such as, but not limited to:
Microsoft SQL Server, Oracle, Mongo Db
Predictive Analytics/Data Mining: (e.g., R PL , Python, IBM SPSS, SAS Enterprise Miner, MATLAB) Data Visualization Tools (e.g. QlikView, Tableau, Power Bi)
Big Data Tools (e.g., Hadoop, Hive, Pig, Impala, Mahout)
Elasticsearch
Reporting Tools (e.g., Business Objects, Reporting Services) Financial Tools (e.g. NumeriX, Bloomberg, FinCad, Monte Carlo simulation tools
Languages (e.g., SQL, Java, JavaScript, jQuery, AJAX, C#, C++, VBA, VB.Net, ASP.Net, HTML, SAS)
Cloud Platforms (e.g. Amazon Web Services, Microsoft Azure, Google Cloud Platform)
Proficiency in word processing, spreadsheet, and presentation creation tools, as well as Internet research tools
Professional demeanor and strong communication skills, both written and oral
Demonstrated problem solving and troubleshooting skills with experience exercising mature judgment
Ability to work independently and manage multiple projects and responsibilities in a fast-paced environment
Proven experience effectively prioritizing workload to meet deadlines and work objectives
While travel up to 50% may be required, depending on role and location, due to COVID-19, non-essential travel has been suspended until further notice
Limited employer sponsorship may be available
Preferred Qualifications
Previous accounting/audit or analytics experience in a professional services firm
Master's Degree in Economics, Finance, Statistics, Mathematics, Computer Science, Management Information Systems, Engineering or a professional affiliation such as CPA, FCPA, CFE, MBA, ASA, and/or CFA #indeedpush"
226,Staff Computer Vision and Data Scientist,Baker Hughes,"Billerica, MA","(Remote) Staff Computer Vision and Data Scientist

Would you like to shape the future of energy technology?

Do you enjoy being part of a successful team?

Join our Avitas team!

Avitas is a Baker Hughes venture advancing the emissions management and asset integrity management service industries. We deploy advanced data analytics, robotics, computer vision and artificial intelligence technologies. Our cloud software solutions help businesses detect, monitor, and abate carbon footprint, increase safety, and decrease inspection costs.

Partner with the best

The Staff Computer Vision Data Scientist will work closely with other data scientists and analytics engineers as part of a cloud analytics team that will be responsible for curating and analyzing large sets of business and operations data of Avitas customers across several energy industry verticals. This is an opportunity to apply deep learning and advanced algorithms to make an impact across multiple product lines in a fast-paced environment where rapid prototyping and experimentation are prized.

As a Staff Computer Vision and Data Scientist, you will be responsible for:

Working closely with Subject Matter Experts to gain deep understanding of various business and operations related data sets.
Conceiving, designing and implementing deep learning or other machine learning algorithms for advanced analytics solutions to improve various business KPIs.
Working in technical teams in development, integration, and deployment of advanced analytics.
Working with the software engineering team to incorporate your analyses and solutions, including working with the visualization team to create intuitive UI and rich UX stories.
Communicating effectively with technical experts, business managers and customers.
Collaborating with cross-functional teams across multiple offices and regions.

Fuel your passion

To be successful in this role you will:

Have a Master’s or Ph.D. with specific focus on machine learning, computer vision, advanced data analytics or closely related quantitative discipline.
Have experience with delivery of analytics driven information solutions / SaaS.
Have proven experience in using well-established supervised and unsupervised machine learning or computer vision methods for large industry-strength data analysis problems.
Be up to date with industry best practices for production-grade computer vision and machine learning systems.
Be fluent with frameworks and languages such as PyTorch, TensorFlow, Python, R.
Have experience using version control (Git, Mercurial, SVN, etc.) for collaborative code development.
Have a demonstrated awareness of how to succeed in ambiguous circumstances.

Work in a way that works for you

We recognize that everyone is different and that the way in which people want to work and deliver at their best is different for everyone too. In this role, we can offer the following flexible working patterns:

Working flexible hours - flexing the times when you work in the day to help you fit everything in and work when you are the most productive
Working remotely – work from home like most of the team, from the office in Boston, or any balance that helps you being productive

Working with us

Our people are at the heart of what we do at Baker Hughes. We know we are better when all of our people are developed, engaged and able to bring their whole authentic selves to work. We invest in the health and well-being of our workforce, train and reward talent and develop leaders at all levels to bring out the best in each other.

Working for you

Our inventions have revolutionized energy for over a century. But to keep going forward tomorrow, we know we have to push the boundaries today. We prioritize rewarding those who embrace change with a package that reflects how much we value their input. Join us, and you can expect:

Contemporary work-life balance policies and wellbeing activities
Comprehensive private medical care options
Safety net of life insurance and disability programs
Tailored financial programs
Additional elected or voluntary benefits

About Us

With operations in over 120 countries, we provide better solutions for our customers and richer opportunities for our people. As a leading partner to the energy industry, we’re committed to achieving net-zero carbon emissions by 2050 and we’re always looking for the right people to help us get there. People who are as passionate as we are about making energy safer, cleaner and more efficient.

Join Us

Are you seeking an opportunity to make a real difference in a company with a global reach and exciting services and clients? Come join us and grow with a team of people who will energize and inspire you!

About Us:

With operations in over 120 countries, we provide better solutions for our customers and richer opportunities for our people. As a leading partner to the energy industry, we’re committed to achieving net-zero carbon emissions by 2050 and we’re always looking for the right people to help us get there. People who are as passionate as we are about making energy safer, cleaner and more efficient.

Join Us:

Are you seeking an opportunity to make a real difference in a company that values innovation and progress? Join us and become part of a team of people who will challenge and inspire you! Let’s come together and take energy forward.

Baker Hughes Company is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law.

R37535"
227,Data Scientist - Python or R - ML and NLP,Deloitte,"Arlington, Virginia, United States","In this age of disruption, organizations need to navigate the future with confidence by tapping into the power of data analytics, robotics, and cognitive technologies such as Artificial Intelligence (AI).

Our Strategy & Analytics portfolio helps clients leverage rigorous analytical capabilities and a pragmatic mindset to solve the most complex of problems. By joining our team, you will play a key role in helping to our clients uncover hidden relationships from vast troves of data and transforming the Government and Public Services marketplace.

Work you'll do
Developing advanced analytics products
Apply data visualization and statistical programming tools to enterprise data
Work directly with customers in the federal, state, and/or local government.
Support all phases of analytic work product development, from the identification of key business questions to delivery insights to decision-makers.
Requires special attention to the interplay between data and the business processes that produce it and the decision-makers that consume insights.
The team

Deloitte's Government and Public Services (GPS) practice - our people, ideas, technology and outcomes-is designed for impact. Serving federal, state, & local government clients as well as public higher education institutions, our team of over 15,000+ professionals brings fresh perspective to help clients anticipate disruption, reimagine the possible, and fulfill their mission promise.

The GPS Analytics and Cognitive (A&C) offering is responsible for developing advanced analytics products and applying data visualization and statistical programming tools to enterprise data in order to advance and enable the key mission outcomes for our clients.

Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers.

Our practitioners give special attention to the interplay between data and the business processes that produce it and the decision-makers that consume insights.

Requirements:
2+ years of experience with programming languages such as Python, Java, R
2+ years of experience with data visualization tools, such as Tableau, Qlik, PowerBI, or equivalent
2+ years data engineering experience with ETL, SQL, NoSQL Apache Hadoop
Bachelor's degree
US Citizenship
Must have a clearance or be clearable
Preferred:
Experience with structured and unstructured data and using ML to solve problems with unstructured data sets and relational database
Experience with Spark
Experience deploying ML models to low power systems for inference
Experience with containerization
How You'll Grow

At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there's always room to learn.

We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs, our professionals have a variety of opportunities to continue to grow throughout their career."
228,Data Scientist - Solution Specialist - Location Open,Deloitte,"Miami, FL","Are you an experienced, passionate pioneer in technology - a solutions builder, a roll-up-your-sleeves technologist who wants a daily collaborative environment, think-tank feel and share new ideas with your colleagues - without the extensive demands of travel? If so, consider an opportunity with our US Delivery Center - we are breaking the mold of a typical Delivery Center.

Our US Delivery Centers have been growing since 2014 with significant, continued growth on the horizon. Interested? Read more about our opportunity below ...

Work You'll Do/Responsibilities
Work with data science techniques and libraries to show data's applicability to business problems.
Perform exploratory data analysis to define analytical models.
Develop advanced quantitative models using a variety of programs/software to support predictive assessments.
Provide expertise for analytical, programmatic, strategic, and operational analysis.
Explain analytics model behavior/results in the vernacular of business.
Perform technical risk analysis and reliability assessments.
Perform multiple forms of advanced analyses, sustainment, optimization, text analytics, machine learning, parametric and non-parametric statistical models and techniques.
Build, test, validate and demonstrate analytical models through various relevant error metrics and calibration techniques.
Provide recommendations for plans, programs, strategies, policies and budgets.
Design algorithms that require a number of different models/methods to be used in an ensemble.
Deploy models into production.
The Team

Analytics & Cognitive

In this age of disruption, organizations need to navigate the future with confidence, embracing decision making with clear, data-driven choices that deliver enterprise value in a dynamic business environment.

The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast troves of data, generate insights, and inform decision-making. Together with the Strategy practice, our Strategy & Analytics portfolio helps clients transform their business by architecting organizational intelligence programs and differentiated strategies to win in their chosen markets.

Analytics & Cognitive will work with our clients to:
Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights leveraging cloud-based platforms.
Leverage automation, cognitive and science-based techniques to manage data, predict scenarios and prescribe actions.
Drive operational efficiency by maintaining their data ecosystems, sourcing analytics expertise and providing As-a-Service offerings for continuous insights and improvements.
Qualifications Required
Bachelor's degree or equivalent work experience in Statistics/Technology/Science/Engineering/Applied Mathematics or a similar quantitate analytics field.
3+ years of experience in developing algorithms using data science technologies to build analytical models.
3+ years of data extraction/manipulation experience using scripts specific to Python and/or R.
3+ years of experience with Python and/or R programming.
2+ years of experience with presentation and data analysis software such as: SAS, R, SPSS, MATLAB, Qlikview, Excel and Access +python.
3+ years of modeling experience using a variety of regression and supervised and unsupervised learning techniques.
3+ years of experience in data wrangling/cleansing, statistical modeling, and programming.
Travel up to 20% (While 20% of travel is a requirement of the role, due to COVID-19, non-essential travel has been suspended until further notice).
Must live a commutable distance to one of the following cities: Atlanta, GA; Austin, TX; Boston, MA; Charlotte, NC; Chicago, IL; Cincinnati, OH; Cleveland, OH; Dallas, TX; Detroit, MI; Gilbert, AZ; Houston, TX; Indianapolis, IN; Kansas City, MO; Lake Mary, FL; Mechanicsburg, PA; Miami, FL; Minneapolis, MN; Nashville, TN; Philadelphia, PA; Phoenix, AZ; Pittsburgh, PA; Sacramento, CA; St. Louis, MO; San Diego, CA; Seattle, WA; Tallahassee, FL; Tampa, FL; or be willing to relocate to one of the following USDC locations: Gilbert, AZ; Lake Mary, FL; Mechanicsburg, PA.
Limited Sponsorship: Limited immigration sponsorship may be available
Must be legally authorized to work in the United States without the need for employer sponsorship, now or at any time in the future.
Preferred
PhD in a quantitative analytics field.
Experience with Tableau or similar visualization tool.
Business analytics experience in one or more of the following industries: Insurance, Consumer Products and Packaged Goods, and Human Resources.
Experience conducting Modeling and Simulation Analysis, DoD Science and Technology (S&T) Analysis, Program Analysis and Evaluation, C4/IT and Cyber Analysis, Manpower Analysis, Training and Education Analysis, DoD Logistics, Maintenance, and Supply Analysis, Naval Amphibious Shipping Analysis, Strategic Plans Analysis, Strategic Investment Analysis, Cost and Economic Modeling and Analysis, Operations Research Analysis, Readiness Analysis, Force Preservation Analysis."
229,Principal Data Scientist (Deep Learning / NLP),Fidelity Investments,"Boston, MA","Job Description

The Role

The AI COE is seeking a Principal Data Scientist with experience in Virtual Assistants or chatbots, Natural Language Processing/text analytics, machine learning, various deep learning related technologies, predictive and prescriptive analytics!

The Expertise And Skills You Bring
PhD in Computer Science with extensive research papers on Natural Language Processing, OR Master’s Degree in Computer Science, Statistics, Data Science or similar technical subject area with at least 5 years significant professional experience
Deep understanding of Machine Learning & Deep Learning algorithms
Knowledge of most of the following quantitative fields: Natural Language Processing, Information Retrieval, Machine Comprehension, Question Answering/Conversational AI, Reinforcement Learning, Knowledge Graph, Causal Inference, and Design of Experiment
Statistical and data science programming skills, such as Python and R
Experience in Big Data, search, NLP, and chatbot technologies such as Elasticsearch and Solr
Knowledge of Deep Learning and related tools such as TensorFlow, Keras, MXNET, or H2O is preferred
Experience deploying NLP solutions in a commercial environment

The Value You Deliver
Manage and guide data science and data engineering elements of AI projects
Set a strategic direction for data identification, collection and qualification activities
Lead data analysis for multiple projects with diverse scope and sophisticated business and technical challenges across several business units and functions
Implement new technologies in a production environment with product, IT, and data engineering teams
Present reports and findings to senior level technical and non-technical audiences

Certifications

Company Overview

Fidelity Investments is a privately held company with a mission to strengthen the financial well-being of our clients. We help people invest and plan for their future. We assist companies and non-profit organizations in delivering benefits to their employees. And we provide institutions and independent advisors with investment and technology solutions to help invest their own clients’ money.

Join Us

At Fidelity, you’ll find endless opportunities to build a meaningful career that positively impacts peoples’ lives, including yours. You can take advantage of flexible benefits that support you through every stage of your career, empowering you to thrive at work and at home. Honored with a Glassdoor Employees’ Choice Award, we have been recognized by our employees as a Best Place to Work in 2022. And you don’t need a finance background to succeed at Fidelity—we offer a range of opportunities for learning so you can build the career you’ve always imagined.

As a result of COVID-19, many of our associates are continuing to work remotely. When Fidelity employees eventually return to the office, our goal is for most people to work flexibly in a way that balances both personal and business needs with time onsite and offsite through what we’re calling “Dynamic Working.”

We invite you to Find Your Fidelity at fidelitycareers.com.

Fidelity Investments is an equal opportunity employer. We believe that the most effective way to attract, develop and retain a diverse workforce is to build an enduring culture of inclusion and belonging.

Fidelity will reasonably accommodate applicants with disabilities who need adjustments to participate in the application or interview process. To initiate a request for an accommodation, contact the HR Leave of Absence/Accommodation Team by sending an email to accommodations @fmr.com, or by calling 800-835-5099, prompt 2, option 2."
