,position,company,location,details
385,Data Analyst (Remote - USA),FEVO,"New York, NY","The Company

FEVO’s technology adds friend power to a brand’s site for more shopping, more fun and, most important, more sales. No matter what a consumer is shopping for, FEVO is dedicated to changing e-commerce – making it a more collaborative, fun, social experience rooted in community. How? It’s a simple but powerful concept. We enable consumers to invite friends and purchase together in just a few clicks – allowing groups to connect and communities to form all on a brand’s site with just one line of code. It’s no surprise (or maybe it is!) that this allows brands to capture more data while building their own social graphs and identifying valuable customers.

Founded in 2016, FEVO launched live events in North America and rapidly captured 85% of the major sports leagues and festivals. We partnered with the biggest platforms including Ticketmaster, Tickets.com, and Paciolan and have organically acquired over 2M happy customers and sold over 7M items.

FEVO is now entering new categories, such as retail and travel e-commerce, working with the largest, most distinguished brands in the world. Simultaneously, we're expanding geographically with international markets such as the UK. That's why FEVO is actively hiring world-class talent to join this rocket ship of a ride!

Fevo is currently expanding and working on revolutionizing the world of E-Commerce, live events, and social carts. Come and join us in this growth! We are currently looking for data analysts with at least 3+ years of experience; this is NOT an entry level role. Please note as part of our interview process you will be requested to complete a coding challenge.

WHY YOU SHOULD JOIN US:
Competitive base salary with potential for bonus
Unlimited PTO
Robust insurance coverage
Flexible work location (work remotely, in NYC HQ, or hybrid approach)
Stock option program
6 months paid parenthood leave
2 weeks paw-ternity leave
NYC HQ in the heart of Meatpacking District
Complimentary Wellness programs
Abundant FEVO swag

WHAT YOU WILL DO:
Work closely with product management and stakeholders across the FEVO organization to create artifacts related to requirements analysis, metrics and dashboards
Oversee and conduct the conversion of data into insights that will lead to informed business decisions
Develop clear and well-structured analytical plans, reports and business requirements, in partnership with product managers and key stakeholders, to shape FEVO’s data infrastructure
Build and operationalize processes that ensure efficient and timely data-loading, maintaining accuracy and relevance of data used within Fevo’s business segments
Have excellent writing and interpersonal skills to actively participate in strategic planning and day-to-day activities across the organization

WHAT YOU WILL BRING:
Bachelor's degree in Business, Engineering, Statistics, Computer Science, Mathematics or related field
Minimum of 3+ years of previous data analysis experience
Proficient in writing and optimizing SQL to handle extremely large datasets
Proficiency or the willingness to learn major data visualization tools, such as Tableau, Power BI, DOMO
Excellent written/verbal communication, interpersonal skills and organization skills
Proven problem-solving skills, project management skills and attention to detail

FEVO provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.

This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

To Staffing and Recruiting Agencies: Our company does not accept unsolicited CVs or applications from agencies. We are not responsible for any fees related to unsolicited CVs or applications and explicitly reserve its right to contact candidates presented in such unsolicited CV or application."
386,Data Analyst,Dice,"Austin, TX","Dice is the leading career destination for tech experts at every stage of their careers. Our client, SPECTRAFORCE TECHNOLOGIES Inc., is seeking the following. Apply via Dice today!

Job Role Data Analyst Duration 6 Months (Possible Extension) Location Austin TX 78727 Hybrid Position Summary Strong data and analytic skills, knowledge of excel, numbers, and data modeling. Knowledge of or experience working on subscription businesses is a plus. Reporting and presentation skills are a must. Looking for a person who has a passion for data and numbers. The successful candidate will turn data into information and insights that will help support business decisions. Work closely with the Data Analytics team and cross-functionally in marketing to produce monthly quarterly data-driven marketing reports. Interpret data, analyze results using statistical techniques, and provide ongoing reports. Develop and implement databases, data collection systems, data analytics, and other strategies that optimize statistical efficiency and quality. Acquire data from primary or secondary data sources and maintain databasesdata systems. Identify, analyze, and interpret trends or patterns in complex data sets. Filter and ldquocleanrdquo data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems. Work with management to prioritize business and information needs. Locate and define new process improvement opportunities. Ideal Skills To Have Demonstrate understanding of the business and master data management concepts. Process on average 25 filesmonth (files range from 100 rows to 7,000 rows) Process on average 30 support ticketsday Achieve SLA of 5 business days on Support ticket responses Achieve SLA of 48 hours on data maintenance requests Achieve SLA of 5 business days on major data change requests Drive an increase in first contact resolution for support tickets Use resources (i.e. Tableau, Box, Sales Central) to validate data Leverage existing knowledge of master data management (MDM) solutions best practices Data Processing - Excel Support Tickets - Attention to detail, written and verbal communication organizational skills Strong analytical skills Demonstrated understanding of business Demonstrated ability to manage through various customer situations Seeking and acting on feedback from business partners Other Qualifications Bachelor's Degree or equivalent work experience preferred. Below is the brief introduction of SPECTRAFORCE, the benefits we offer and the disclaimers Established in 2004, SPECTRAFORCE is one of the largest and fastest-growing diversity-owned staffing firms in the US. The growth of our company is a direct result of our global client service delivery model that is powered by our state-of-the-art A.I. proprietary talent acquisition platform, robust ISO 90012015ISO 27001 certified processes, and strong and passionate client engaged teams. We have built our business by providing talent and project-based solutions, including Contingent, Permanent, and Statement of Work (SOW) services to over 130 clients in the US, Canada, Puerto Rico, Costa Rica, and India. Key industries that we service include Technology, Financial Services, Life Sciences, Healthcare, Telecom, Retail, Utilities and Transportation. SPECTRAFORCE is built on a concept of ldquohuman connection,rdquo defined by our branding attitude of NEWJOBPHORIARegistered, which is the excitement of bringing joy and freedom to the work lifestyle so our people (and clients) can reach their highest potential. Our entire workflow and teams are trained to cultivate the joy of NEWJOBPHORIARegistered with candidates and employees throughout their engagement with SPECTRAFORCE. httpwww.spectraforce.com httpwww.spectraforce.com Benefits SPECTRAFORCE offers ACA compliant health benefits as well as dental, vision, accident, and hospital indemnity insurances. Additional benefits SPECTRAFORCE offers to the eligible employees include commuter benefits, 401K plan with matching and a referral bonus program. SPECTRAFORCE offers unpaid leave as well as paid sick leave when required by law. Equal Opportunity Employer SPECTRAFORCE is an equal opportunity employer and does not discriminate against any employee or applicant for employment because of race, religion, color, sex, national origin, age, sexual orientation, gender identity, genetic information, disability or veteran status, or any other category protected by applicable federal, state, or local laws. Please contact Human Resources at nahrspectraforce.com mailtonahrspectraforce.com if you require reasonable accommodation."
387,IS Data Analyst,Dice,"Yalesville, CT","Dice is the leading career destination for tech experts at every stage of their careers. Our client, Sound Business Solutions, is seeking the following. Apply via Dice today!

IS Data Analyst Our healthcare client has an immediate opening within their organization for an IS Data Analyst (DA) to collaborate with customers from within and outside the organization and maintain an enterprise data strategy. The DA will work closely with Business Intelligence developers, Data Warehouse developers, and the Database administrator to facilitate and provide access to data throughout the organization. The DA will be instrumental in creating and enforcing an enterprise data governance policy to build confidence and integrity. This position employs a hybrid work arrangement requiring 2 days onsite in their Wallingford, CT office, with 3 days remote. Tasks Performed Perform in-depth data analysis and mining on new and existing data utilizing industry standard tools and best practices. Present data analysis results utilizing tables, charts, and other visualizations. Perform quality assurance of new and existing data. Profiling of new and existing data as well as performing statistical analysis of data trends to spot issues and concerns with external or internal data. Work closely with DBA and stakeholders on commissioning and decommissioning of data sets. Essential Functions The IS Data Analyst must have a sound understanding of the best practices of data analysis, data profiling, data mining, data warehousing, relational structures, and business intelligence. Responsible for ensuring the quality, integrity, and availability of data to the entire organization Desired Job Experience 3-5 years of work experience as a data analyst or related field. Ability to analyze, interpret and mine data using various software and tools such as SQL, Python, R, SAS, etc. Strong SQL Server and T-SQL skills. Demonstrated experience handling large data sets and relational databases. Well-developed communication, interpersonal, and presentation abilities. Strong organizational skills with the ability to balance competing projects of varying priority to meet company objectives and deadlines. Desired Education 4 year degree in Computer Science, Information Systems, Statistics, Data Science, or another related field Other experience Experience with common business intelligence tools such as Qlik, Tableau, PowerBI. Experience with MS Office applications such as Excel, Word, PowerPoint, etc. Excellent interpersonal skills to communicate to all levels of internal and external personnel. Healthcare industry data experience preferred. If you meet the above qualifications, please forward your resume for immediate consideration. Local candidates only please. Sound Business Solutions (SBS) is a full service, equal opportunity IT and business consulting and staffing firm focused on delivering cost effective value-added services to our clients. We strive to provide a challenging, fun, and rewarding work environment for our employees and view our clients not merely as customers, but as partners in business."
388,Associate Data Analyst,AVANGRID,"Orange, CT","Purpose

The Operational Performance group works to develop management tools to support electric operations and provides strategic direction for reliability improvements across all the AVANGRID Networks electric operating companies. Our team executes projects analyzing large sets of data and providing solutions primarily for but not limited to the distribution system, while driving operational performance using KPIs and dashboards.

Responsibilities
Work with internal stakeholders to understand their needs and perform the transformation, filtering, and aggregation of raw data into concise, accurate and focused data models.
Use internal software capabilities to acquire, ingest, and transform big datasets.
Model and use data in creative ways to help drive problem solving and decision making.
Work with data engineers to help develop analytical tools for internal stakeholders.
Ensure information security standards are maintained at all time.
Perform complex assessments and manipulation of reliability data, as well as further development of the company’s data retention capabilities, historic reporting capabilities, and data mining capabilities to complete complex analysis and reporting.
Assist in the development of Reliability Engineering and Reliability Reporting processes, tools, and projects to support the goals and objectives of the Operational Performance organization.
Provide technical advice and support to other departments as it pertains to Big Data and Analytics.
Competencies
Be a role model
Be agile
Collaborate and Share
Develop Self & Others
Empower to grow
Focus to achieve results
Technical Skills
Skills And Requirements
Bachelor’s degree in engineering, computer science, or equivalent area.
1-3 years relevant experience
Strong analytical and problem-solving skills paired with the ability develop creative and effective solutions.
Ability to work collaboratively in a team environment and effectively with people at all levels of the AVANGRID organization.
Deep understanding of statistical and predictive modeling concepts, clustering and classification techniques, and recommendation and optimization algorithms.
Experience working with a large volume of data with the ability to solve problems.
Knowledge of the electric distribution systems is a plus.
Skills/Abilities
Strong communication skills.
Mobility Information

Please note that any applicant who is not a citizen of the country of the vacancy will be subject to compliance with the applicable immigration requirements to legally work in that country

Avangrid employees may be assigned a system emergency role and in the event of a system emergency, may be required to work outside of their regular schedule/job duties. This is applicable to employees that will work in Connecticut, Maine, Massachusetts, and New York within AVANGRD Network and Corporate functions. This does not include those that will work for Avangrid Renewables"
389,"Data Analyst, Media Analytics",Procter & Gamble,"Boston, MA","Do you have a passion for data? Are intrigued by consumer insights? The role will be focused on constructively disrupting the US Media Market through in-depth understanding of US consumer media habits and the US Media Industry. This is an exciting opportunity to be a part of a new, innovative approach to P&G media. The Media Analyst will sit on location with the NA Gillette Team in Boston, MA.

The highest priority work items will be:

Leverage Linear TV Optimization Capability to identify incremental Reach, while optimizing cost through removing any excessive frequency / ineffective investments to be reinvested into reach and business growth opportunities.
Define US consumers’ LTV/ OTT / streaming video habits and aid in the commercial / operational development of platforms that enable us to win on the TV Screen
Identify incremental Reach, while optimizing cost to be reinvested into reach and business growth opportunities in US Grooming.
Identify consumer and industry insights that lead to profitable new media driven building blocks for P&G Grooming brands (Gillette, Venus, Joy, Braun, The Art of Shaving) in US

Qualifications

The Ideal Candidate

Experience with SQL and big data
Can display technical mastery in all aspects of the role.
2+ years of experience in media analytics and consumer behavior.
Can show demonstrated ability to get hands dirty and learn new skills – in the areas of getting, cleaning and transforming data, applying appropriate statistical techniques (correlation, control charts, means, standard deviation, confidence intervals, clustering, etc.) and visualizing / communicating insight.
Has the ability to work with individual level consumer media consumption data (ex. Nielsen RLD).
Advanced mastery of the media industry in US. This is not a required pre-requisite as we will identify resources to mentor the candidate.
Has strong business mastery: They must be able to quickly penetrate business issues, identify insights, and develop creative ways to execute behind insights (as in many times the industry “norms” are the barrier to activate behind insights.
Has organization mastery: Demonstrated ability to influence across and up through organizations for influencing and affecting strategy and decisions to improve Total Shareholder Return (TSR).
Operates with Discipline: Ability to prioritize and deliver results on multiple, key priorities in a constantly changing business environment. Experience to know when to react quickly or hold for a systemic solution.
Can anticipate issues and escalate appropriately to ensure resolution.

Preferred:

Experience using visualization software/tools like PowerBI, Tableau or Spotfire

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age, sexual orientation, gender identity and expression, marital status, citizenship, HIV/AIDS status or any other legally protected factor.

Immigration sponsorship is not available for this role. As a general matter, Procter & Gamble does not sponsor candidates for nonimmigrant visas or permanent residency. However, Procter & Gamble may make exceptions on a discretionary basis. Any exceptions would be based on the Company's specific business needs at the time and place of recruitment as well as the particular qualifications of the individual.

Procter & Gamble participates in e-verify as required by law.

Qualified individuals will not be disadvantaged based on being unemployed."
390,Data Analyst,BAE Systems,"Annapolis Junction, MD","Job Description

Join BAE Systems' Intelligence and Security Sector and be part of an agile team that enables our employees to support our customers and their missions. As a Data Analyst, you will apply statistics, machine learning, and analytic approaches to produce products supporting the mission. You will also use machine learning techniques to find hidden patterns, trends, classifiers, and anomalies. This position will provide the analyst with an opportunity to work alongside other data scientists and engineers to develop tools and process for analysis – and author SOPs. Products and processes may be brief to customer senior leadership, making a true impact for the warfighter.

May require TDY over life of the contract.

Other possible locations include Virginia, Georgia, North Carolina, Texas, Hawaii, Maryland, Germany, Italy, and South Korea. Please go to https://jobs.baesystems.com to apply for these locations.

Required Education, Experience, & Skills

BS in Data Science, Statistics, Applied Math, or related discipline and minimum 1 year of relevant experience or AA with 3 years of relevant experience.
Proficiency with R or Python, and SQL, AWS applications.
Experience implementing supervised and unsupervised machine learning techniques, statistical techniques and concepts, data retrieval and storage, visualization and warehousing, and extract-transform-load (ETL) processes.
Background in visualizing/presenting data for stakeholders and Knowledge of data visualization tools.
Preferred Education, Experience, & Skills

Five years intelligence analysis experience (MOS 35/350 series or other DoD/IC equivalent)

About BAE Systems Intelligence & Security

BAE Systems, Inc. is the U.S. subsidiary of BAE Systems plc, an international defense, aerospace and security company which delivers a full range of products and services for air, land and naval forces, as well as advanced electronics, security, information technology solutions and customer support services. Improving the future and protecting lives is an ambitious mission, but it's what we do at BAE Systems. Working here means using your passion and ingenuity where it counts – defending national security with breakthrough technology, superior products, and intelligence solutions. As you develop the latest technology and defend national security, you will continually hone your skills on a team—making a big impact on a global scale. At BAE Systems, you'll find a rewarding career that truly makes a difference.

Intelligence & Security (I&S), based in McLean, Virginia, designs and delivers advanced defense, intelligence, and security solutions that support the important missions of our customers. Our pride and dedication shows in everything we do—from intelligence analysis, cyber operations and IT expertise to systems development, systems integration, and operations and maintenance services. Knowing that our work enables the U.S. military and government to recognize, manage and defeat threats inspires us to push ourselves and our technologies to new levels.

At BAE Systems, we celebrate the array of skills, experiences, and perspectives our employees bring to the table. For us, differences are a source of strength. We're laser-focused on high performance, and we work hard every day to nurture an inclusive culture where all employees can innovate and thrive. Here, you will not only build your career, but you will also enjoy work-life balance, uncover new experiences, and collaborate with passionate colleagues."
391,Customer Data Analyst (Remote),Pearson,"Bismarck, ND","The Role: Customer Data Analyst (Remote)

In 2021, Faethm joined Pearson, creating the world’s first truly end-to-end capability of intuitive company and employee enrichment and accelerating our cumulative mission to prepare every worker, everywhere, for the future of work and subsequent success. Our market-leading data, insights and AI capabilities will power the next generation of Pearson’s lifelong learning products to meet the rapidly changing needs of today’s workforce and bridge the global skills gap.

Faethm is scaling! We're looking for a US East Coast based Customer Data Analyst to join us on this exciting journey!  We have recently joined forces with Pearson, world’s largest learning company. Operating as a scale-up within a larger company, Faethm will continue to evolve as we leverage the resources and offerings of our new parent company.

Faethm's objective is to keep every worker, everywhere, employable . Our AI-powered SaaS platform helps clients navigate the Future of Work and impact of technology on any economy, industry, organization, or job and suggests viable transition pathways for impacted employees into 'future proof' career pathways.

Faethm is building out its Customer Insights team to manage and support a growing pipeline of client activities across the Americas. Core to your work at Faethm is an interest in process optimization, system standardization and creative analytics. We work with large workforce datasets, which are ingested into our AI engine to develop insights on the impact of external trends on a workforce or economy. This means that our Data Analysts are critical stakeholders in successful onboarding, kick-off, and value creation for our clients through analytical insights.

As such, Faethm is seeking candidates with two core skill sets:
Scrappy 'get stuff done' individuals with a desire to improve systems, create standardized processes, and automate our own capabilities
People with a passion for unique visualization and data interpretation and a willingness to experiment / create new content to generate value for our clients
We are looking for a delivery-focused and self-starting  Data Analyst  to join our team and grow with us. Initial responsibilities are detailed below, but we expect this role will evolve over time. and as such, flexibility, collaboration, a passion for your work, an unquenchable thirst for knowledge, and a sense of humor will be essential.

What You’ll Be Doing

You will be responsible for the collection and analysis of client data, improvements to process flows, and analysis of key workforce data insights.
Work closely with key internal stakeholders (Customer Insights – client delivery, Product team and Sales), to understand their priorities and shifting needs.
Utilize a client-driven mindset to ensure Faethm client accounts are set-up in a logical, intuitive manner with clean workforce data to enable impactful insights.
Engage in continuous process improvements to the client onboarding process, with a focus on working with the Customer Insights team and clients to enable a seamless onboarding experience to the Faethm platform.
Periodically communicate with clients to discuss workforce data requirements, resolve errors, gaps, and limitations in submission files.
Collect and assimilate various workforce and emerging-technology data.
Apply your analytical skillset to understand, interpret, manipulate, and visualize data (e.g., via Tableau, Excel, etc.)
Required Skills & Experience
Experience in processing, cleaning, organizing and manipulating data
Programming in scripting languages such as Python
Development, enhancement and standardization of process automation and process flows, including running and understanding scripts
Strong MS Excel proficiency including pivot tables, filtering, formulas, etc.
Familiarity with Tableau or other BI data viz tools
Ability to effectively communicate complex topics via Tableau, Excel or PowerPoint
Knowledge of AWS
Prior consulting or direct client experience with tact and professionalism in communication
Join our team in the US with a rapid scale mandate and help us build our capability as we support clients across industry verticals.

We’re looking forward to discussing the role with you. Please note, due to volume of applicants and time constraints, only successful applicants will be contacted.

Faethm is an equal opportunity employer. We find excellence in diversity and are committed to creating an inclusive environment for all employees. Under-represented communities are strongly encouraged to apply.

Learning is the most powerful force for change in the world. More than 20,000 Pearson employees deliver our products and services in nearly 200 countries, all working towards a common purpose – to help everyone achieve their potential through learning. We do that by providing high quality, digital content and learning experiences, as well as assessments and qualifications that help people build their skills and grow with the world around them. We are the world’s leading learning company. Learn more at pearsonplc.com.

Job: TECHNOLOGY

Organization: Workforce Skills

Schedule: FULLTIME

Req ID: 4420"
392,Data Analyst III (Healthcare Analytics) - Remote Available,Centene Corporation,"Charlotte, NC","You could be the one who changes everything for our 25 million members. Centene is transforming the health of our communities, one person at a time. As a diversified, multi-national organization, you’ll have access to competitive benefits including a fresh perspective on workplace flexibility.

Position Purpose
Interpret and analyze data from multiple sources including claims, provider, member, and encounters data. Identify and assess the business impact of trends
Develop, maintain, and troubleshoot complex scripts and reports developed using SQL, Microsoft Excel, or other analytics tools
Contribute to the planning and execution of large-scale projects with limited direction from leadership
Assist in the design, testing, and implementation of process enhancements and identify opportunities for automation
Identify and perform root-cause analysis of data irregularities and present findings and proposed solutions to leadership and/or customers
Manage multiple, variable tasks and data review processes with limited supervision within targeted timelines and thrive in a demanding, quickly changing environment
Apply expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how customers interact with analytic products
Partner cross-functionally at all levels of the organization and effectively, both verbally and visually, communicate findings and insights to non-technical business partners
Independently engage with customers and business partners to gather requirements and validate results
Communicate and present data-driven insights and recommendations to both internal and external stakeholders, soliciting and incorporating feedback when required
Provide technical guidance to junior analysts
Our Comprehensive Benefits Package
Flexible work solutions including remote options, hybrid work schedules and dress flexibility
Competitive pay
Paid Time Off including paid holidays
Health insurance coverage for you and dependents
401(k) and stock purchase plans
Tuition reimbursement and best-in-class training and development
The Data Analyst (Healthcare Analytics) will have the opportunity to make a significant impact through the discovery, development, and implementation of leading-edge analytics that answer important business questions. The analyst will collaborate with key corporate and health plan business partners for the purpose of identifying and delivering robust reporting and analytics capabilities to drive improved business performance.

Education/Experience

Bachelor’s degree in business, economics, statistics, mathematics, actuarial science, public health, health informatics, healthcare administration, finance or related field or equivalent experience. Master's degree preferred. 4+ years of experience working with large databases, data verification, and data management or 2+ years of IT experience. Healthcare analytics experience preferred. Ability to integrate, validate, and reconcile data from multiple sources as well as design and construct analysis tools that extract, prepare, analyze, and store/present results to support business needs. Knowledge of query development using SQL or other coding languages. Knowledge of basic statistical, analytical, or data mining techniques including basic data modeling, trend analysis, and root-cause analysis preferred. Working knowledge of analytical tools, including R, Python, SAS, ArcGIS, QGIS, Microstrategy, Tableau, Hadoop, or related tools preferred. Working knowledge of relational databases preferred. Working knowledge of automation capabilities such as batch processes, stored procedures, scripting languages, Microstrategy, or other tools preferred.

Please note Applicants for this job have the flexibility to work remote

Centene is an equal opportunity employer that is committed to diversity, and values the ways in which we are different. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other characteristic protected by applicable law."
393,Client Data Analyst (Remote),Experian,"Costa Mesa, CA","Company Description

About us, but we’ll be brief

We are thrilled to share that FORTUNE has named Experian one of the 100 Best Companies to Work For. In addition, for the last five years we’ve been name in the top 100 “World’s Most Innovative Companies” by Forbes Magazine.

Job Description

The Client Data Analyst’s primary responsibility is the execution, review, and development of reporting and related reporting procedures. This includes communicating findings, proposed next steps, and follow through on possible issue resolutions as it relates to client and credit performance. Successful fulfillment of this role requires extensive interaction with Implementation, Account Management, Credit Operations, Data Services, Operations, and Quality Control departments. Client Data Analysts can take the lead on workload distribution across Operations teams via collaborative and proactive communication. They identify areas in which team members can supplement one another’s workloads. They anticipate client need and deadlines and proactively communicate across departments regarding competing priorities and proposals to manage and redistribute assignments. They identify new areas in need of monitoring or improved reporting and work collaboratively to develop the necessary tools and processes. They often communicate with clients and partners to better understand their workflows and reporting needs. They synthesize how those needs relate to TCC’s current reporting capabilities, and relay and prioritize technical requests back to the internal organization, as needed.

Responsibilities
Serve as a consultative partner to internal and external clients.
Lead analyses that produce actionable insights.
Leverage large, complex data sets to identify, quantify and influence tangible performance gains.
Define, collect, develop and monitor key business metrics.
Create insightful automated dashboards and data visualizations to track key metrics and trends.
Develop and test analytic solutions to be used by internal and external customers.
Collaborate with business intelligence on data warehouse requirements etc.
Active involvement or playing a lead role in testing, training, and implementation of applications/solutions.
Skills

Qualifications
Intermediate to advanced skills in Excel, SQL and data analysis software such as R, Python, and SAS
Experience developing data visualizations and using BI software such as Tableau, Power BI, and Sisense
Strong academic record, ideally in Economics, Mathematics, Computer Science, Physics, or other quantitative field
Intense intellectual curiosity – strong desire to always be learning
Positive, people-oriented, and energetic attitude
Analytical, creative, and innovative approach to solving difficult problems
Passionate about data and analytics
Education: Bachelor’s degree preferred not required)

Experience
3+ years in a quantitative business role
Experience with temporary and professional staffing agencies and/or in the tax incentive industry a plus
Additional Information

All your information will be kept confidential according to EEO guidelines.

Experian is proud to be an Equal Opportunity and Affirmative Action employer. Our goal is to create a thriving, inclusive and diverse team where people love their work and love working together. We believe that diversity, equity and inclusion is essential to our purpose of creating a better tomorrow. We value the uniqueness of every individual and want you to bring your whole, authentic self to work. For us, this is The Power of YOU and and it reflects what we believe. See our DEI work in action!

If you live in Colorado, Connecticut or New York City, please contact us here for the salary range of this position (include this Job Title in your email). In addition to a competitive base salary and variable pay opportunity, Experian offers a comprehensive benefits package including health, life and disability insurance, generous paid time off including parental and family care leave, an employee stock purchase plan and a 401(k) plan with a company match.

Experian U.S. employees are required to be fully vaccinated for COVID-19.

Experian Careers - Creating a better tomorrow together

Find out what its like to work for Experian by clicking here"
394,Marketing Data Analyst,Torii,"New York, NY","About Torii

Torii is a rapidly-growing startup in one of the hottest emerging categories: SaaS Management. We help customers like Instacart, Palo Alto Networks, and Payoneer discover and act on every single cloud application in their portfolio. Torii is backed by leading venture capital firms including Wing Venture Capital, Global Founders Capital, Uncork Capital, Tiger Global, Entree Capital and LocalGlobe.

About The Role

The marketing analyst will have an important role in helping the company grow by influencing the decision-making of one of our main growth engines - the Marketing department.

We're looking for a candidate with great analytical skills, the ability to tell a story through data, an eye for detail, great communication, and keenness for problem-solving.

This candidate will be the first marketing analyst, and will build and define our marketing work processes, dashboards, reports, KPIs, and all data related work.

They will ensure that our data and insights are actionable to drive decisions across the business.

Key Responsibilities
Shape our marketing strategy and foster data-driven decisions by helping to set the right KPIs, analyzing users' behavior and creating visibility into our products performance.
Analyze data sets to discover product insights and help translate them into actionable recommendations.
Build reports, dashboards and metrics, in addition to monitoring the integrity and validity of the data reported
Design and maintain ongoing Marketing metrics, reports, analysis and dashboards to drive key business decisions.

Desired Skills & Experience
A minimum of 2+ years of experience as a Marketing / Business Analyst or a similar role.
Proficient level of SQL - MUST.
BA in Industrial Engineering / Economics / Statistics or equivalent academic background.
Experience with Looker or any other BI tools (our team uses Looker).
Deep understanding of numbers, as well as a strong business sense. Know when to use a single number and when to build a complex model to gain an insight
Ability to multitask and handle various priorities in a fast-paced environment.
Excellent team player, and strong attention to details
Strong interpersonal and communication skills, including the ability to present to Managers.

What You'll Love About Us
You will be the first to perform this role in the company, which will give you a lot of autonomy and ability to bring yourself.
You will join the company at a period of rapid growth and have a significant impact on the company's success and overall trajectory.
You will be an integral part of the company and will have the opportunity to directly influence the future of our product.
You will be part of a team of great people who are passionate about their work and build together the future of SaaS Management.

Benefits
100% fully paid health, vision, and dental benefits for you and your family
Generous vacation policy to encourage a health work-life balance
Unlimited Sick + Safe Leave
401k with 6% Safe Harbor Match to support your financial future
Life Insurance and Disability Insurance
Employee Discounts with SmartSpend
New Hire IT Hardware - MacBook, Mouse, Keyboard, Monitor
A sweet $1,000 WFH Stipend that you accrue to own
Team Events, and more!

Torii is proud to be an Equal Employment Opportunity Employer. Torii does not discriminate on the basis of race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other protected characteristic."
395,Digital Data Analyst,Mandarin Oriental Hotel Group,"New York, NY","Mandarin Oriental is seeking a Digital Data Analyst to form the data and reporting hub for the MOHG digital team. The analyst will scrutinize digital data to identify trends and opportunities relating to increasing direct digital revenue. The role will provide forecasts and projections to inform performance marketing budgets for source markets, hotels & campaigns. These insights will directly inform the allocation of performance marketing funds & be crucial in securing approval for additional digital investment. The Digital Data Analyst will hold responsibility for the compilation of all reporting dashboards and regular distribution to key stakeholders and senior leadership. The role will work with external stakeholders to enhance the performance marketing attribution model & expand to incorporate the customer journey on MO.com, providing a holistic view on the customer experience from initial marketing engagement to transaction. The individual will have exceptional analytical, problem-solving and communications skills and is naturally creative, pragmatic, and collaborative.

Qualifications

Minimum of four years’ experience working in digital analytics.
Strong analytical skills with excellent attention to detail.
Demonstrable experience of digital analytics platforms such as GA 360, Adobe Analytics etc.
Understanding of digital attribution and user journeys.
Experience of working with tag management systems such as Google Tag Manager, Tealium etc.
Knowledge of SQL, Big Query or JavaScript advantageous.
Strong interest in marketing and hospitality; curious about data, data modelling and strategy
Ability to adapt to and accommodate evolving projects and requests; able to work to tight deadlines.
Organized, delivery focused and comfortable working on own initiative.
Presentation and communication skills with ability to create and build relationships
MS Office – Excel, Word, PowerPoint, Outlook
Education: 2:1 Bachelors degree"
